"Retrieval Model", "Evaluation Metric", "Value"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "MAP", "0.21336282471907916"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "MRR", "0.8250457875457877"

"Retrieval Model", "Evaluation Metric", "Query", "Value"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "26", "94", "0.06382978723404255", "0.2"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "26", "95", "0.07368421052631578", "0.23333333333333334"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "26", "96", "0.07291666666666667", "0.23333333333333334"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "26", "97", "0.07216494845360824", "0.23333333333333334"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "26", "98", "0.07142857142857142", "0.23333333333333334"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "26", "99", "0.0707070707070707", "0.23333333333333334"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "26", "100", "0.08", "0.26666666666666666"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "1", "1", "0.034482758620689655"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "2", "1", "0.06896551724137931"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "3", "1", "0.10344827586206896"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "4", "1", "0.13793103448275862"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "5", "1", "0.1724137931034483"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "6", "1", "0.20689655172413793"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "7", "0.8571428571428571", "0.20689655172413793"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "8", "0.75", "0.20689655172413793"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "9", "0.6666666666666666", "0.20689655172413793"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "10", "0.6", "0.20689655172413793"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "11", "0.5454545454545454", "0.20689655172413793"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "12", "0.5", "0.20689655172413793"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "13", "0.46153846153846156", "0.20689655172413793"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "14", "0.42857142857142855", "0.20689655172413793"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "15", "0.4", "0.20689655172413793"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "16", "0.375", "0.20689655172413793"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "17", "0.4117647058823529", "0.2413793103448276"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "18", "0.4444444444444444", "0.27586206896551724"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "19", "0.42105263157894735", "0.27586206896551724"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "20", "0.4", "0.27586206896551724"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "21", "0.38095238095238093", "0.27586206896551724"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "22", "0.36363636363636365", "0.27586206896551724"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "23", "0.34782608695652173", "0.27586206896551724"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "24", "0.3333333333333333", "0.27586206896551724"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "25", "0.36", "0.3103448275862069"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "26", "0.34615384615384615", "0.3103448275862069"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "27", "0.37037037037037035", "0.3448275862068966"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "28", "0.35714285714285715", "0.3448275862068966"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "29", "0.3448275862068966", "0.3448275862068966"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "30", "0.3333333333333333", "0.3448275862068966"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "31", "0.3225806451612903", "0.3448275862068966"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "32", "0.3125", "0.3448275862068966"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "33", "0.3333333333333333", "0.3793103448275862"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "34", "0.3235294117647059", "0.3793103448275862"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "35", "0.34285714285714286", "0.41379310344827586"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "36", "0.3333333333333333", "0.41379310344827586"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "37", "0.32432432432432434", "0.41379310344827586"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "38", "0.3157894736842105", "0.41379310344827586"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "39", "0.3076923076923077", "0.41379310344827586"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "40", "0.3", "0.41379310344827586"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "41", "0.2926829268292683", "0.41379310344827586"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "42", "0.30952380952380953", "0.4482758620689655"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "43", "0.3023255813953488", "0.4482758620689655"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "44", "0.29545454545454547", "0.4482758620689655"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "45", "0.28888888888888886", "0.4482758620689655"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "46", "0.2826086956521739", "0.4482758620689655"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "47", "0.2765957446808511", "0.4482758620689655"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "48", "0.2708333333333333", "0.4482758620689655"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "49", "0.2653061224489796", "0.4482758620689655"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "50", "0.28", "0.4827586206896552"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "51", "0.27450980392156865", "0.4827586206896552"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "52", "0.2692307692307692", "0.4827586206896552"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "53", "0.2830188679245283", "0.5172413793103449"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "54", "0.2777777777777778", "0.5172413793103449"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "55", "0.2727272727272727", "0.5172413793103449"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "56", "0.26785714285714285", "0.5172413793103449"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "57", "0.2631578947368421", "0.5172413793103449"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "58", "0.25862068965517243", "0.5172413793103449"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "59", "0.2542372881355932", "0.5172413793103449"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "60", "0.25", "0.5172413793103449"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "61", "0.26229508196721313", "0.5517241379310345"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "62", "0.25806451612903225", "0.5517241379310345"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "63", "0.25396825396825395", "0.5517241379310345"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "64", "0.25", "0.5517241379310345"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "65", "0.26153846153846155", "0.5862068965517241"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "66", "0.2727272727272727", "0.6206896551724138"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "67", "0.26865671641791045", "0.6206896551724138"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "68", "0.2647058823529412", "0.6206896551724138"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "69", "0.2608695652173913", "0.6206896551724138"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "70", "0.2571428571428571", "0.6206896551724138"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "71", "0.2535211267605634", "0.6206896551724138"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "72", "0.25", "0.6206896551724138"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "73", "0.2602739726027397", "0.6551724137931034"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "74", "0.25675675675675674", "0.6551724137931034"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "75", "0.25333333333333335", "0.6551724137931034"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "76", "0.25", "0.6551724137931034"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "77", "0.24675324675324675", "0.6551724137931034"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "78", "0.24358974358974358", "0.6551724137931034"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "79", "0.24050632911392406", "0.6551724137931034"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "80", "0.2375", "0.6551724137931034"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "81", "0.2345679012345679", "0.6551724137931034"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "82", "0.23170731707317074", "0.6551724137931034"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "83", "0.2289156626506024", "0.6551724137931034"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "84", "0.2261904761904762", "0.6551724137931034"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "85", "0.2235294117647059", "0.6551724137931034"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "86", "0.22093023255813954", "0.6551724137931034"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "87", "0.21839080459770116", "0.6551724137931034"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "88", "0.22727272727272727", "0.6896551724137931"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "89", "0.2247191011235955", "0.6896551724137931"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "90", "0.2222222222222222", "0.6896551724137931"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "91", "0.21978021978021978", "0.6896551724137931"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "92", "0.21739130434782608", "0.6896551724137931"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "93", "0.21505376344086022", "0.6896551724137931"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "94", "0.2127659574468085", "0.6896551724137931"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "95", "0.21052631578947367", "0.6896551724137931"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "96", "0.20833333333333334", "0.6896551724137931"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "97", "0.20618556701030927", "0.6896551724137931"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "98", "0.20408163265306123", "0.6896551724137931"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "99", "0.20202020202020202", "0.6896551724137931"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "27", "100", "0.2", "0.6896551724137931"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "1", "1", "0.2"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "2", "1", "0.4"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "3", "1", "0.6"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "4", "1", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "5", "0.8", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "6", "0.6666666666666666", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "7", "0.5714285714285714", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "8", "0.5", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "9", "0.4444444444444444", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "10", "0.4", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "11", "0.36363636363636365", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "12", "0.3333333333333333", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "13", "0.3076923076923077", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "14", "0.2857142857142857", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "15", "0.26666666666666666", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "16", "0.25", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "17", "0.23529411764705882", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "18", "0.2222222222222222", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "19", "0.21052631578947367", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "20", "0.2", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "21", "0.19047619047619047", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "22", "0.18181818181818182", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "23", "0.17391304347826086", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "24", "0.16666666666666666", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "25", "0.16", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "26", "0.15384615384615385", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "27", "0.14814814814814814", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "28", "0.14285714285714285", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "29", "0.13793103448275862", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "30", "0.13333333333333333", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "31", "0.12903225806451613", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "32", "0.125", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "33", "0.12121212121212122", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "34", "0.11764705882352941", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "35", "0.11428571428571428", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "36", "0.1111111111111111", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "37", "0.10810810810810811", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "38", "0.10526315789473684", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "39", "0.10256410256410256", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "40", "0.1", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "41", "0.0975609756097561", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "42", "0.09523809523809523", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "43", "0.09302325581395349", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "44", "0.09090909090909091", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "45", "0.08888888888888889", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "46", "0.08695652173913043", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "47", "0.0851063829787234", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "48", "0.08333333333333333", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "49", "0.08163265306122448", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "50", "0.08", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "51", "0.0784313725490196", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "52", "0.07692307692307693", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "53", "0.07547169811320754", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "54", "0.07407407407407407", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "55", "0.07272727272727272", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "56", "0.07142857142857142", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "57", "0.07017543859649122", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "58", "0.06896551724137931", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "59", "0.06779661016949153", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "60", "0.06666666666666667", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "61", "0.06557377049180328", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "62", "0.06451612903225806", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "63", "0.06349206349206349", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "64", "0.0625", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "65", "0.06153846153846154", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "66", "0.06060606060606061", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "67", "0.05970149253731343", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "68", "0.058823529411764705", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "69", "0.057971014492753624", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "70", "0.05714285714285714", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "71", "0.056338028169014086", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "72", "0.05555555555555555", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "73", "0.0547945205479452", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "74", "0.05405405405405406", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "75", "0.05333333333333334", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "76", "0.05263157894736842", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "77", "0.05194805194805195", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "78", "0.05128205128205128", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "79", "0.05063291139240506", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "80", "0.05", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "81", "0.04938271604938271", "0.8"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "82", "0.06097560975609756", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "83", "0.060240963855421686", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "84", "0.05952380952380952", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "85", "0.058823529411764705", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "86", "0.05813953488372093", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "87", "0.05747126436781609", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "88", "0.056818181818181816", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "89", "0.056179775280898875", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "90", "0.05555555555555555", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "91", "0.054945054945054944", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "92", "0.05434782608695652", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "93", "0.053763440860215055", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "94", "0.05319148936170213", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "95", "0.05263157894736842", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "96", "0.052083333333333336", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "97", "0.05154639175257732", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "98", "0.05102040816326531", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "99", "0.050505050505050504", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "28", "100", "0.05", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "1", "1", "0.05263157894736842"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "2", "1", "0.10526315789473684"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "3", "1", "0.15789473684210525"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "4", "1", "0.21052631578947367"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "5", "0.8", "0.21052631578947367"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "6", "0.8333333333333334", "0.2631578947368421"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "7", "0.8571428571428571", "0.3157894736842105"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "8", "0.875", "0.3684210526315789"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "9", "0.7777777777777778", "0.3684210526315789"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "10", "0.7", "0.3684210526315789"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "11", "0.7272727272727273", "0.42105263157894735"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "12", "0.75", "0.47368421052631576"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "13", "0.6923076923076923", "0.47368421052631576"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "14", "0.6428571428571429", "0.47368421052631576"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "15", "0.6", "0.47368421052631576"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "16", "0.5625", "0.47368421052631576"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "17", "0.5294117647058824", "0.47368421052631576"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "18", "0.5", "0.47368421052631576"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "19", "0.47368421052631576", "0.47368421052631576"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "20", "0.45", "0.47368421052631576"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "21", "0.42857142857142855", "0.47368421052631576"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "22", "0.4090909090909091", "0.47368421052631576"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "23", "0.391304347826087", "0.47368421052631576"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "24", "0.4166666666666667", "0.5263157894736842"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "25", "0.4", "0.5263157894736842"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "26", "0.38461538461538464", "0.5263157894736842"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "27", "0.37037037037037035", "0.5263157894736842"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "28", "0.35714285714285715", "0.5263157894736842"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "29", "0.3448275862068966", "0.5263157894736842"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "30", "0.3333333333333333", "0.5263157894736842"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "31", "0.3548387096774194", "0.5789473684210527"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "32", "0.34375", "0.5789473684210527"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "33", "0.3333333333333333", "0.5789473684210527"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "34", "0.3235294117647059", "0.5789473684210527"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "35", "0.3142857142857143", "0.5789473684210527"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "36", "0.3055555555555556", "0.5789473684210527"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "37", "0.2972972972972973", "0.5789473684210527"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "38", "0.2894736842105263", "0.5789473684210527"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "39", "0.28205128205128205", "0.5789473684210527"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "40", "0.275", "0.5789473684210527"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "41", "0.2682926829268293", "0.5789473684210527"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "42", "0.2857142857142857", "0.631578947368421"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "43", "0.3023255813953488", "0.6842105263157895"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "44", "0.29545454545454547", "0.6842105263157895"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "45", "0.28888888888888886", "0.6842105263157895"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "46", "0.2826086956521739", "0.6842105263157895"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "47", "0.2765957446808511", "0.6842105263157895"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "48", "0.2708333333333333", "0.6842105263157895"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "49", "0.2653061224489796", "0.6842105263157895"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "50", "0.26", "0.6842105263157895"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "51", "0.2549019607843137", "0.6842105263157895"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "52", "0.2692307692307692", "0.7368421052631579"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "53", "0.2641509433962264", "0.7368421052631579"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "54", "0.25925925925925924", "0.7368421052631579"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "29", "55", "0.2545454545454545", "0.7368421052631579"
