"Retrieval Model", "Evaluation Metric", "Value"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "MAP", "0.21336282471907916"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "MRR", "0.8250457875457877"

"Retrieval Model", "Evaluation Metric", "Query", "Value"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "4", "1", "0.14285714285714285"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "5", "1", "0.17857142857142858"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "6", "1", "0.21428571428571427"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "7", "0.8571428571428571", "0.21428571428571427"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "8", "0.875", "0.25"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "9", "0.7777777777777778", "0.25"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "10", "0.7", "0.25"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "11", "0.7272727272727273", "0.2857142857142857"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "12", "0.6666666666666666", "0.2857142857142857"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "13", "0.6923076923076923", "0.32142857142857145"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "14", "0.7142857142857143", "0.35714285714285715"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "15", "0.6666666666666666", "0.35714285714285715"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "16", "0.625", "0.35714285714285715"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "17", "0.6470588235294118", "0.39285714285714285"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "18", "0.6111111111111112", "0.39285714285714285"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "19", "0.5789473684210527", "0.39285714285714285"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "20", "0.55", "0.39285714285714285"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "21", "0.5714285714285714", "0.42857142857142855"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "22", "0.5454545454545454", "0.42857142857142855"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "23", "0.5217391304347826", "0.42857142857142855"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "24", "0.5", "0.42857142857142855"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "25", "0.48", "0.42857142857142855"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "26", "0.46153846153846156", "0.42857142857142855"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "27", "0.48148148148148145", "0.4642857142857143"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "28", "0.4642857142857143", "0.4642857142857143"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "29", "0.4482758620689655", "0.4642857142857143"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "30", "0.43333333333333335", "0.4642857142857143"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "31", "0.41935483870967744", "0.4642857142857143"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "32", "0.40625", "0.4642857142857143"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "33", "0.3939393939393939", "0.4642857142857143"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "34", "0.38235294117647056", "0.4642857142857143"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "35", "0.37142857142857144", "0.4642857142857143"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "36", "0.3611111111111111", "0.4642857142857143"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "37", "0.35135135135135137", "0.4642857142857143"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "38", "0.34210526315789475", "0.4642857142857143"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "39", "0.3333333333333333", "0.4642857142857143"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "40", "0.325", "0.4642857142857143"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "41", "0.3170731707317073", "0.4642857142857143"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "42", "0.3333333333333333", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "43", "0.32558139534883723", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "44", "0.3181818181818182", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "45", "0.3111111111111111", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "46", "0.30434782608695654", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "47", "0.3191489361702128", "0.5357142857142857"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "48", "0.3125", "0.5357142857142857"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "49", "0.30612244897959184", "0.5357142857142857"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "50", "0.3", "0.5357142857142857"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "51", "0.29411764705882354", "0.5357142857142857"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "52", "0.28846153846153844", "0.5357142857142857"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "53", "0.2830188679245283", "0.5357142857142857"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "54", "0.2777777777777778", "0.5357142857142857"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "55", "0.2727272727272727", "0.5357142857142857"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "56", "0.2857142857142857", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "57", "0.2807017543859649", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "58", "0.27586206896551724", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "59", "0.2711864406779661", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "60", "0.26666666666666666", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "61", "0.26229508196721313", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "62", "0.25806451612903225", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "63", "0.25396825396825395", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "64", "0.25", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "65", "0.24615384615384617", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "66", "0.24242424242424243", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "67", "0.23880597014925373", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "68", "0.23529411764705882", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "69", "0.2318840579710145", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "70", "0.22857142857142856", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "71", "0.22535211267605634", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "72", "0.2222222222222222", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "73", "0.2191780821917808", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "74", "0.21621621621621623", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "75", "0.21333333333333335", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "76", "0.21052631578947367", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "77", "0.2077922077922078", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "78", "0.20512820512820512", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "79", "0.20253164556962025", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "80", "0.2", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "81", "0.19753086419753085", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "82", "0.1951219512195122", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "83", "0.1927710843373494", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "84", "0.19047619047619047", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "85", "0.18823529411764706", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "86", "0.18604651162790697", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "87", "0.1839080459770115", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "88", "0.18181818181818182", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "89", "0.1797752808988764", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "90", "0.17777777777777778", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "91", "0.17582417582417584", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "92", "0.17391304347826086", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "93", "0.17204301075268819", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "94", "0.1702127659574468", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "95", "0.16842105263157894", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "96", "0.16666666666666666", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "97", "0.16494845360824742", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "98", "0.16326530612244897", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "99", "0.16161616161616163", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "7", "100", "0.16", "0.5714285714285714"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "1", "1", "0.3333333333333333"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "2", "0.5", "0.3333333333333333"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "3", "0.3333333333333333", "0.3333333333333333"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "4", "0.5", "0.6666666666666666"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "5", "0.4", "0.6666666666666666"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "6", "0.3333333333333333", "0.6666666666666666"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "7", "0.2857142857142857", "0.6666666666666666"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "8", "0.25", "0.6666666666666666"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "9", "0.2222222222222222", "0.6666666666666666"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "10", "0.2", "0.6666666666666666"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "11", "0.18181818181818182", "0.6666666666666666"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "12", "0.16666666666666666", "0.6666666666666666"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "13", "0.15384615384615385", "0.6666666666666666"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "14", "0.14285714285714285", "0.6666666666666666"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "15", "0.13333333333333333", "0.6666666666666666"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "16", "0.125", "0.6666666666666666"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "17", "0.11764705882352941", "0.6666666666666666"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "18", "0.1111111111111111", "0.6666666666666666"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "19", "0.10526315789473684", "0.6666666666666666"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "20", "0.1", "0.6666666666666666"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "21", "0.09523809523809523", "0.6666666666666666"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "22", "0.09090909090909091", "0.6666666666666666"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "23", "0.08695652173913043", "0.6666666666666666"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "24", "0.08333333333333333", "0.6666666666666666"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "25", "0.08", "0.6666666666666666"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "26", "0.11538461538461539", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "27", "0.1111111111111111", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "28", "0.10714285714285714", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "29", "0.10344827586206896", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "30", "0.1", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "31", "0.0967741935483871", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "32", "0.09375", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "33", "0.09090909090909091", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "34", "0.08823529411764706", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "35", "0.08571428571428572", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "36", "0.08333333333333333", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "37", "0.08108108108108109", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "38", "0.07894736842105263", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "39", "0.07692307692307693", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "40", "0.075", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "41", "0.07317073170731707", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "42", "0.07142857142857142", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "43", "0.06976744186046512", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "44", "0.06818181818181818", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "45", "0.06666666666666667", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "46", "0.06521739130434782", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "47", "0.06382978723404255", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "48", "0.0625", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "49", "0.061224489795918366", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "50", "0.06", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "51", "0.058823529411764705", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "52", "0.057692307692307696", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "53", "0.05660377358490566", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "54", "0.05555555555555555", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "55", "0.05454545454545454", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "56", "0.05357142857142857", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "57", "0.05263157894736842", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "58", "0.05172413793103448", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "59", "0.05084745762711865", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "60", "0.05", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "61", "0.04918032786885246", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "62", "0.04838709677419355", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "63", "0.047619047619047616", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "64", "0.046875", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "65", "0.046153846153846156", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "66", "0.045454545454545456", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "67", "0.04477611940298507", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "68", "0.04411764705882353", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "69", "0.043478260869565216", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "70", "0.04285714285714286", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "71", "0.04225352112676056", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "72", "0.041666666666666664", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "73", "0.0410958904109589", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "74", "0.04054054054054054", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "75", "0.04", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "76", "0.039473684210526314", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "77", "0.03896103896103896", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "78", "0.038461538461538464", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "79", "0.0379746835443038", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "80", "0.0375", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "81", "0.037037037037037035", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "82", "0.036585365853658534", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "83", "0.03614457831325301", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "84", "0.03571428571428571", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "85", "0.03529411764705882", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "86", "0.03488372093023256", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "87", "0.034482758620689655", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "88", "0.03409090909090909", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "89", "0.033707865168539325", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "90", "0.03333333333333333", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "91", "0.03296703296703297", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "92", "0.03260869565217391", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "93", "0.03225806451612903", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "94", "0.031914893617021274", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "95", "0.031578947368421054", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "96", "0.03125", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "97", "0.030927835051546393", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "98", "0.030612244897959183", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "99", "0.030303030303030304", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "8", "100", "0.03", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "1", "1", "0.1111111111111111"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "2", "1", "0.2222222222222222"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "3", "1", "0.3333333333333333"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "4", "0.75", "0.3333333333333333"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "5", "0.6", "0.3333333333333333"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "6", "0.5", "0.3333333333333333"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "7", "0.5714285714285714", "0.4444444444444444"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "8", "0.5", "0.4444444444444444"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "9", "0.5555555555555556", "0.5555555555555556"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "10", "0.6", "0.6666666666666666"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "11", "0.6363636363636364", "0.7777777777777778"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "12", "0.5833333333333334", "0.7777777777777778"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "13", "0.5384615384615384", "0.7777777777777778"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "14", "0.5", "0.7777777777777778"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "15", "0.4666666666666667", "0.7777777777777778"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "16", "0.5", "0.8888888888888888"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "17", "0.47058823529411764", "0.8888888888888888"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "18", "0.4444444444444444", "0.8888888888888888"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "19", "0.42105263157894735", "0.8888888888888888"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "20", "0.4", "0.8888888888888888"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "21", "0.38095238095238093", "0.8888888888888888"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "22", "0.36363636363636365", "0.8888888888888888"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "23", "0.34782608695652173", "0.8888888888888888"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "24", "0.3333333333333333", "0.8888888888888888"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "25", "0.32", "0.8888888888888888"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "26", "0.3076923076923077", "0.8888888888888888"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "27", "0.2962962962962963", "0.8888888888888888"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "28", "0.2857142857142857", "0.8888888888888888"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "29", "0.27586206896551724", "0.8888888888888888"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "30", "0.26666666666666666", "0.8888888888888888"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "31", "0.25806451612903225", "0.8888888888888888"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "32", "0.28125", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "33", "0.2727272727272727", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "34", "0.2647058823529412", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "35", "0.2571428571428571", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "36", "0.25", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "37", "0.24324324324324326", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "38", "0.23684210526315788", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "39", "0.23076923076923078", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "40", "0.225", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "41", "0.21951219512195122", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "42", "0.21428571428571427", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "43", "0.20930232558139536", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "44", "0.20454545454545456", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "45", "0.2", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "46", "0.1956521739130435", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "47", "0.19148936170212766", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "48", "0.1875", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "49", "0.1836734693877551", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "50", "0.18", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "51", "0.17647058823529413", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "52", "0.17307692307692307", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "53", "0.16981132075471697", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "54", "0.16666666666666666", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "55", "0.16363636363636364", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "56", "0.16071428571428573", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "57", "0.15789473684210525", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "58", "0.15517241379310345", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "59", "0.15254237288135594", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "60", "0.15", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "61", "0.14754098360655737", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "62", "0.14516129032258066", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "63", "0.14285714285714285", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "64", "0.140625", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "65", "0.13846153846153847", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "66", "0.13636363636363635", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "67", "0.13432835820895522", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "68", "0.1323529411764706", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "69", "0.13043478260869565", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "9", "70", "0.12857142857142856", "1"
